Year,Origin_Country_Code,Origin_Country,Destination_Country_Code,Destination_Country,Purpose,Duration,Expenditure_Type,Total_Expenditure_EUR,Avg_Exp_per_Trip_EUR,Avg_Exp_per_Night_EUR
2019,NL,Netherlands,DE,Germany,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,231910831.0,465.74,298.97
2022,NL,Netherlands,DE,Germany,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,173412868.0,530.58,293.37
2019,PL,Poland,DE,Germany,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,91217592.0,401.79,191.12
2022,PL,Poland,DE,Germany,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,83989201.0,451.22,199.57
2019,PT,Portugal,DE,Germany,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,14896563.0,296.63,140.46
2022,PT,Portugal,DE,Germany,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,8151474.0,425.07,181.75
2019,SE,Sweden,DE,Germany,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,253727218.0,911.27,386.84
2019,SI,Slovenia,DE,Germany,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,22805724.0,441.69,219.51
2022,SI,Slovenia,DE,Germany,"Professional, business",From 1 to 3 nights,Total excluding durable/valuable goods,10919389.0,599.01,332.5
2019,AT,Austria,DE,Germany,"Professional, business",1 night or over,Total excluding durable/valuable goods,624230420.0,706.01,264.55
2022,AT,Austria,DE,Germany,"Professional, business",1 night or over,Total excluding durable/valuable goods,407850046.0,759.03,253.51
2019,BE,Belgium,DE,Germany,"Professional, business",1 night or over,Total excluding durable/valuable goods,74212597.0,517.45,185.05
2022,BE,Belgium,DE,Germany,"Professional, business",1 night or over,Total excluding durable/valuable goods,55983922.0,447.93,153.21
2019,CH,Switzerland,DE,Germany,"Professional, business",1 night or over,Total excluding durable/valuable goods,304014131.0,1074.3,393.53
2019,CY,Cyprus,DE,Germany,"Professional, business",1 night or over,Total excluding durable/valuable goods,32426956.0,1352.54,340.08
2019,CZ,Czechia,DE,Germany,"Professional, business",1 night or over,Total excluding durable/valuable goods,37435134.0,315.88,113.5
2019,DK,Denmark,DE,Germany,"Professional, business",1 night or over,Total excluding durable/valuable goods,181280445.0,765.0,338.21
2019,EE,Estonia,DE,Germany,"Professional, business",1 night or over,Total excluding durable/valuable goods,45232471.0,1108.35,199.77
2019,EL,Greece,DE,Germany,"Professional, business",1 night or over,Total excluding durable/valuable goods,19211099.0,841.36,143.62
2019,ES,Spain,DE,Germany,"Professional, business",1 night or over,Total excluding durable/valuable goods,230145025.0,951.0,282.18
2022,ES,Spain,DE,Germany,"Professional, business",1 night or over,Total excluding durable/valuable goods,114602982.0,1013.08,203.05
2019,FI,Finland,DE,Germany,"Professional, business",1 night or over,Total excluding durable/valuable goods,342534769.0,1282.81,271.48
2022,FI,Finland,DE,Germany,"Professional, business",1 night or over,Total excluding durable/valuable goods,162467332.0,2020.51,216.54
2019,FR,France,DE,Germany,"Professional, business",1 night or over,Total excluding durable/valuable goods,399339108.0,635.53,209.94
2022,FR,France,DE,Germany,"Professional, business",1 night or over,Total excluding durable/valuable goods,448030848.0,716.81,297.91
2019,HR,Croatia,DE,Germany,"Professional, business",1 night or over,Total excluding durable/valuable goods,52679030.0,716.16,124.21
2022,HR,Croatia,DE,Germany,"Professional, business",1 night or over,Total excluding durable/valuable goods,27757604.0,1106.66,102.13
2019,HU,Hungary,DE,Germany,"Professional, business",1 night or over,Total excluding durable/valuable goods,64782066.0,415.17,141.4
2022,HU,Hungary,DE,Germany,"Professional, business",1 night or over,Package arrangement,16216596.0,105.65,29.11
2022,HU,Hungary,DE,Germany,"Professional, business",1 night or over,Total excluding durable/valuable goods,88052306.0,573.65,158.05
2019,IE,Ireland,DE,Germany,"Professional, business",1 night or over,Total excluding durable/valuable goods,64629557.0,897.96,308.49
2019,LT,Lithuania,DE,Germany,"Professional, business",1 night or over,Total excluding durable/valuable goods,32278279.0,486.35,90.92
2022,LT,Lithuania,DE,Germany,"Professional, business",1 night or over,Total excluding durable/valuable goods,23359429.0,591.69,89.15
2019,LU,Luxembourg,DE,Germany,"Professional, business",1 night or over,Total excluding durable/valuable goods,44256760.0,570.54,261.92
2022,LU,Luxembourg,DE,Germany,"Professional, business",1 night or over,Package arrangement,8911744.0,152.52,49.93
2022,LU,Luxembourg,DE,Germany,"Professional, business",1 night or over,Total excluding durable/valuable goods,55908948.0,956.87,313.23
2019,MT,Malta,DE,Germany,"Professional, business",1 night or over,Total excluding durable/valuable goods,10744857.0,1106.81,232.87
2019,NL,Netherlands,DE,Germany,"Professional, business",1 night or over,Total excluding durable/valuable goods,336015984.0,574.83,229.95
2022,NL,Netherlands,DE,Germany,"Professional, business",1 night or over,Total excluding durable/valuable goods,227519760.0,618.02,240.11
2019,PL,Poland,DE,Germany,"Professional, business",1 night or over,Total excluding durable/valuable goods,220798232.0,519.32,63.72
2022,PL,Poland,DE,Germany,"Professional, business",1 night or over,Total excluding durable/valuable goods,367762616.0,712.51,89.52
2019,PT,Portugal,DE,Germany,"Professional, business",1 night or over,Total excluding durable/valuable goods,22822233.0,377.46,94.47
2022,PT,Portugal,DE,Germany,"Professional, business",1 night or over,Total excluding durable/valuable goods,20657385.0,581.8,107.26
2019,SE,Sweden,DE,Germany,"Professional, business",1 night or over,Total excluding durable/valuable goods,440862216.0,1174.17,324.27
2019,SI,Slovenia,DE,Germany,"Professional, business",1 night or over,Total excluding durable/valuable goods,42622479.0,532.69,152.19
2022,SI,Slovenia,DE,Germany,"Professional, business",1 night or over,Package arrangement,5887127.0,149.17,34.28
2022,SI,Slovenia,DE,Germany,"Professional, business",1 night or over,Total excluding durable/valuable goods,30077167.0,762.09,175.14
2019,AT,Austria,DE,Germany,"Professional, business",4 nights or over,Total excluding durable/valuable goods,192090518.0,1013.78,174.07
2022,AT,Austria,DE,Germany,"Professional, business",4 nights or over,Total excluding durable/valuable goods,130436640.0,931.81,149.77
2019,EL,Greece,DE,Germany,"Professional, business",4 nights or over,Total excluding durable/valuable goods,15016683.0,946.54,128.38
2019,ES,Spain,DE,Germany,"Professional, business",4 nights or over,Total excluding durable/valuable goods,90881671.0,1281.23,192.31
2019,FI,Finland,DE,Germany,"Professional, business",4 nights or over,Total excluding durable/valuable goods,259350269.0,1460.67,251.96
2019,FR,France,DE,Germany,"Professional, business",4 nights or over,Total excluding durable/valuable goods,115444810.0,1187.74,117.59
2022,FR,France,DE,Germany,"Professional, business",4 nights or over,Package arrangement,27758810.0,210.61,38.27
2022,FR,France,DE,Germany,"Professional, business",4 nights or over,Total excluding durable/valuable goods,145576317.0,1104.53,200.68
2019,HR,Croatia,DE,Germany,"Professional, business",4 nights or over,Total excluding durable/valuable goods,35681442.0,1070.37,101.92
2019,HU,Hungary,DE,Germany,"Professional, business",4 nights or over,Total excluding durable/valuable goods,20329121.0,536.88,99.7
2022,HU,Hungary,DE,Germany,"Professional, business",4 nights or over,Total excluding durable/valuable goods,57307225.0,679.62,148.03
2019,LT,Lithuania,DE,Germany,"Professional, business",4 nights or over,Total excluding durable/valuable goods,21139689.0,605.19,77.17
2022,LT,Lithuania,DE,Germany,"Professional, business",4 nights or over,Total excluding durable/valuable goods,18948874.0,704.85,81.85
2019,LU,Luxembourg,DE,Germany,"Professional, business",4 nights or over,Total excluding durable/valuable goods,7307532.0,701.32,127.1
2022,LU,Luxembourg,DE,Germany,"Professional, business",4 nights or over,Package arrangement,6266704.0,411.65,60.7
2022,LU,Luxembourg,DE,Germany,"Professional, business",4 nights or over,Total excluding durable/valuable goods,28689375.0,1884.57,277.87
2019,NL,Netherlands,DE,Germany,"Professional, business",4 nights or over,Total excluding durable/valuable goods,104105153.0,1202.04,151.86
2022,NL,Netherlands,DE,Germany,"Professional, business",4 nights or over,Total excluding durable/valuable goods,54106891.0,1309.85,151.78
2019,PL,Poland,DE,Germany,"Professional, business",4 nights or over,Total excluding durable/valuable goods,129580640.0,653.97,43.37
2022,PL,Poland,DE,Germany,"Professional, business",4 nights or over,Total excluding durable/valuable goods,283773415.0,859.89,76.96
2022,SI,Slovenia,DE,Germany,"Professional, business",4 nights or over,Package arrangement,4840266.0,227.91,34.85
2022,SI,Slovenia,DE,Germany,"Professional, business",4 nights or over,Total excluding durable/valuable goods,19157778.0,902.07,137.94
2019,AT,Austria,DE,Germany,Total,From 1 to 3 nights,Total excluding durable/valuable goods,810887005.0,474.82,236.85
2022,AT,Austria,DE,Germany,Total,From 1 to 3 nights,Total excluding durable/valuable goods,622604846.0,499.89,243.97
2019,BE,Belgium,DE,Germany,Total,From 1 to 3 nights,Total excluding durable/valuable goods,150857615.0,235.43,116.41
2022,BE,Belgium,DE,Germany,Total,From 1 to 3 nights,Total excluding durable/valuable goods,130665390.0,283.84,141.9
2019,CH,Switzerland,DE,Germany,Total,From 1 to 3 nights,Total excluding durable/valuable goods,634218467.0,408.99,196.72
2019,CZ,Czechia,DE,Germany,Total,From 1 to 3 nights,Total excluding durable/valuable goods,52263274.0,204.11,102.68
2022,CZ,Czechia,DE,Germany,Total,From 1 to 3 nights,Total excluding durable/valuable goods,23675984.0,186.38,93.11
2019,DK,Denmark,DE,Germany,Total,From 1 to 3 nights,Total excluding durable/valuable goods,805754628.0,579.73,274.77
2019,EE,Estonia,DE,Germany,Total,From 1 to 3 nights,Total excluding durable/valuable goods,30586606.0,697.55,296.13
2019,ES,Spain,DE,Germany,Total,From 1 to 3 nights,Total excluding durable/valuable goods,270483634.0,620.41,263.43
2022,ES,Spain,DE,Germany,Total,From 1 to 3 nights,Total excluding durable/valuable goods,134689854.0,636.93,251.82
2019,FI,Finland,DE,Germany,Total,From 1 to 3 nights,Total excluding durable/valuable goods,110523324.0,835.24,313.65
2019,FR,France,DE,Germany,Total,From 1 to 3 nights,Total excluding durable/valuable goods,520303753.0,420.55,226.8
2022,FR,France,DE,Germany,Total,From 1 to 3 nights,Total excluding durable/valuable goods,614484272.0,423.2,245.53
2019,HR,Croatia,DE,Germany,Total,From 1 to 3 nights,Total excluding durable/valuable goods,35978105.0,311.9,152.9
2022,HR,Croatia,DE,Germany,Total,From 1 to 3 nights,Total excluding durable/valuable goods,12027545.0,392.03,165.55
2019,HU,Hungary,DE,Germany,Total,From 1 to 3 nights,Total excluding durable/valuable goods,161245622.0,306.07,135.21
2022,HU,Hungary,DE,Germany,Total,From 1 to 3 nights,Total excluding durable/valuable goods,96362785.0,315.81,127.27
2019,IE,Ireland,DE,Germany,Total,From 1 to 3 nights,Total excluding durable/valuable goods,63156987.0,568.49,262.0
2022,IE,Ireland,DE,Germany,Total,From 1 to 3 nights,Total excluding durable/valuable goods,63853033.0,645.53,256.45
2019,IT,Italy,DE,Germany,Total,From 1 to 3 nights,Total excluding durable/valuable goods,172558762.0,350.41,147.08
2019,LT,Lithuania,DE,Germany,Total,From 1 to 3 nights,Total excluding durable/valuable goods,15390897.0,330.22,131.55
2022,LT,Lithuania,DE,Germany,Total,From 1 to 3 nights,Total excluding durable/valuable goods,8451061.0,355.62,148.15
2019,LU,Luxembourg,DE,Germany,Total,From 1 to 3 nights,Total excluding durable/valuable goods,115653367.0,411.62,223.47
2022,LU,Luxembourg,DE,Germany,Total,From 1 to 3 nights,Total excluding durable/valuable goods,115913040.0,475.79,251.72
2019,MT,Malta,DE,Germany,Total,From 1 to 3 nights,Total excluding durable/valuable goods,7921311.0,635.43,252.2
2019,NL,Netherlands,DE,Germany,Total,From 1 to 3 nights,Total excluding durable/valuable goods,591690536.0,306.66,149.32
2022,NL,Netherlands,DE,Germany,Total,From 1 to 3 nights,Total excluding durable/valuable goods,538814332.0,282.33,134.93
2019,PL,Poland,DE,Germany,Total,From 1 to 3 nights,Total excluding durable/valuable goods,228030074.0,267.52,119.23
2022,PL,Poland,DE,Germany,Total,From 1 to 3 nights,Total excluding durable/valuable goods,485405138.0,555.52,227.85
2019,PT,Portugal,DE,Germany,Total,From 1 to 3 nights,Total excluding durable/valuable goods,31280930.0,420.89,183.58
2022,PT,Portugal,DE,Germany,Total,From 1 to 3 nights,Package arrangement,4074413.0,104.75,42.99
2022,PT,Portugal,DE,Germany,Total,From 1 to 3 nights,Total excluding durable/valuable goods,19473607.0,500.67,205.47
2019,SE,Sweden,DE,Germany,Total,From 1 to 3 nights,Total excluding durable/valuable goods,563329028.0,826.99,351.37
2022,SE,Sweden,DE,Germany,Total,From 1 to 3 nights,Total excluding durable/valuable goods,337654282.0,721.94,363.94
2019,SI,Slovenia,DE,Germany,Total,From 1 to 3 nights,Total excluding durable/valuable goods,36277343.0,394.12,192.53
2022,SI,Slovenia,DE,Germany,Total,From 1 to 3 nights,Total excluding durable/valuable goods,18120634.0,426.99,197.34
2019,AL,Albania,DE,Germany,Total,1 night or over,Total excluding durable/valuable goods,7834794.0,165.77,10.8
2019,AT,Austria,DE,Germany,Total,1 night or over,Total excluding durable/valuable goods,1467612100.0,573.51,167.76
2022,AT,Austria,DE,Germany,Total,1 night or over,Total excluding durable/valuable goods,1215758347.0,603.57,152.22
2019,BE,Belgium,DE,Germany,Total,1 night or over,Total excluding durable/valuable goods,401321482.0,364.97,86.56
2022,BE,Belgium,DE,Germany,Total,1 night or over,Total excluding durable/valuable goods,299068668.0,361.61,91.56
2019,BG,Bulgaria,DE,Germany,Total,1 night or over,Total excluding durable/valuable goods,37578989.0,493.92,48.57
2022,BG,Bulgaria,DE,Germany,Total,1 night or over,Total excluding durable/valuable goods,34548047.0,589.07,63.75
2019,CH,Switzerland,DE,Germany,Total,1 night or over,Total excluding durable/valuable goods,1403453539.0,540.89,117.79
2019,CY,Cyprus,DE,Germany,Total,1 night or over,Total excluding durable/valuable goods,59806831.0,1221.3,164.76
2019,CZ,Czechia,DE,Germany,Total,1 night or over,Total excluding durable/valuable goods,83346764.0,238.03,69.07
2022,CZ,Czechia,DE,Germany,Total,1 night or over,Total excluding durable/valuable goods,95504734.0,355.59,81.04
2019,DK,Denmark,DE,Germany,Total,1 night or over,Total excluding durable/valuable goods,1195988221.0,617.08,193.38
2019,EE,Estonia,DE,Germany,Total,1 night or over,Total excluding durable/valuable goods,76250715.0,860.8,156.98
2022,EE,Estonia,DE,Germany,Total,1 night or over,Total excluding durable/valuable goods,61278507.0,1265.62,255.46
2019,EL,Greece,DE,Germany,Total,1 night or over,Total excluding durable/valuable goods,44642584.0,688.1,54.1
2022,EL,Greece,DE,Germany,Total,1 night or over,Total excluding durable/valuable goods,44138204.0,618.51,62.58
2019,ES,Spain,DE,Germany,Total,1 night or over,Total excluding durable/valuable goods,778467819.0,749.52,146.01
2022,ES,Spain,DE,Germany,Total,1 night or over,Total excluding durable/valuable goods,484006884.0,776.18,113.59
2019,FI,Finland,DE,Germany,Total,1 night or over,Total excluding durable/valuable goods,629567151.0,1043.69,175.26
2022,FI,Finland,DE,Germany,Total,1 night or over,Total excluding durable/valuable goods,361246435.0,1250.31,119.73
2019,FR,France,DE,Germany,Total,1 night or over,Total excluding durable/valuable goods,1077860194.0,550.75,142.25
2022,FR,France,DE,Germany,Total,1 night or over,Total excluding durable/valuable goods,1161010496.0,553.83,165.98
2019,HR,Croatia,DE,Germany,Total,1 night or over,Total excluding durable/valuable goods,132300939.0,436.29,49.71
2022,HR,Croatia,DE,Germany,Total,1 night or over,Total excluding durable/valuable goods,80937162.0,574.18,69.86
2019,HU,Hungary,DE,Germany,Total,1 night or over,Total excluding durable/valuable goods,267966317.0,291.68,64.25
2022,HU,Hungary,DE,Germany,Total,1 night or over,Total excluding durable/valuable goods,260253242.0,362.39,70.2
2019,IE,Ireland,DE,Germany,Total,1 night or over,Total excluding durable/valuable goods,155477610.0,655.36,143.17
2022,IE,Ireland,DE,Germany,Total,1 night or over,Total excluding durable/valuable goods,165115472.0,685.45,115.48
2019,IT,Italy,DE,Germany,Total,1 night or over,Total excluding durable/valuable goods,488887822.0,491.59,79.48
2022,IT,Italy,DE,Germany,Total,1 night or over,Total excluding durable/valuable goods,341520287.0,684.96,82.58
2019,LT,Lithuania,DE,Germany,Total,1 night or over,Total excluding durable/valuable goods,69874718.0,478.44,62.87
